id,businessLineSlug,categorySlug,type,nameEn,nameAr,shortDescEn,shortDescAr,longDescEn,longDescAr,amountMinEgp,amountMaxEgp,tenureMinMonths,tenureMaxMonths,installmentPeriod,flatInterestRatePct,decliningInterestRatePct,adminFeePct,adminFeeMinEgp,adminFeeMaxEgp,insuranceRequired,minDownPaymentPct,earlySettlementFeePct,latePaymentFeePct,isActive
cmra1lscbf5rkfqexmj8tnjcv,consumer-financing,auto-loan,AUTO_LOAN,used cat A,المستعملة فئة أ,"A standard auto loan option, for used vehicles (subject to car-age and mileage limits).","تمويل السيارات - الباقة القياسية، للمركبات المستعملة (وفق حدود العمر والكيلومترات).","A standard auto loan option, for used vehicles (subject to car-age and mileage limits), offered at an above-average cost for added flexibility with a 20% down payment. A 20.11% flat rate (35.25% declining), terms run 12–60 months, total-loss cover is built in, so no separate policy is needed, early settlement is available. Finance from EGP 15,000 up to EGP 8,000,000.","تمويل السيارات - الباقة القياسية، للمركبات المستعملة (وفق حدود العمر والكيلومترات)، ويُقدَّم بتكلفة أعلى من المتوسط مقابل مرونة إضافية بمقدم 20%. بمعدل ثابت 20.11% (متناقص 35.25%)، وفترة سداد من 12 إلى 60 شهرًا، ويشمل تغطية الخسارة الكلية دون وثيقة منفصلة، مع إتاحة السداد المبكر. تمويل من 15,000 إلى 8,000,000 جنيه.",15000,8000000,12,60,MONTHLY,20.11,35.25,,60000,,FALSE,20,1,10,TRUE
cmz2qnsm39loca12orvxgsizf,consumer-financing,auto-loan,AUTO_LOAN,used cat B,المستعملة فئة ب,"A standard auto loan option, for used vehicles (subject to car-age and mileage limits).","تمويل السيارات - الباقة القياسية، للمركبات المستعملة (وفق حدود العمر والكيلومترات).","A standard auto loan option, for used vehicles (subject to car-age and mileage limits), offered at an above-average cost for added flexibility with a 20% down payment. A 20.11% flat rate (35.25% declining), terms run 12–60 months, total-loss cover is built in, so no separate policy is needed, early settlement is available. Finance from EGP 15,000 up to EGP 8,000,000.","تمويل السيارات - الباقة القياسية، للمركبات المستعملة (وفق حدود العمر والكيلومترات)، ويُقدَّم بتكلفة أعلى من المتوسط مقابل مرونة إضافية بمقدم 20%. بمعدل ثابت 20.11% (متناقص 35.25%)، وفترة سداد من 12 إلى 60 شهرًا، ويشمل تغطية الخسارة الكلية دون وثيقة منفصلة، مع إتاحة السداد المبكر. تمويل من 15,000 إلى 8,000,000 جنيه.",15000,8000000,12,60,MONTHLY,20.11,35.25,,60000,,FALSE,20,1,10,TRUE
cm5o2m6jmnufc9e52enko0b53,consumer-financing,auto-loan,AUTO_LOAN,Used Cat C,المستعملة فئة ج,"A standard auto loan option, for used vehicles (subject to car-age and mileage limits).","تمويل السيارات - الباقة القياسية، للمركبات المستعملة (وفق حدود العمر والكيلومترات).","A standard auto loan option, for used vehicles (subject to car-age and mileage limits), offered at an above-average cost for added flexibility with a larger 30% down payment that lowers your total financing. A 20.11% flat rate (35.25% declining), terms run 12–36 months, total-loss cover is built in, so no separate policy is needed, early settlement is available. Finance from EGP 15,000 up to EGP 8,000,000.","تمويل السيارات - الباقة القياسية، للمركبات المستعملة (وفق حدود العمر والكيلومترات)، ويُقدَّم بتكلفة أعلى من المتوسط مقابل مرونة إضافية بمقدم أكبر 30% يقلّل إجمالي التمويل. بمعدل ثابت 20.11% (متناقص 35.25%)، وفترة سداد من 12 إلى 36 شهرًا، ويشمل تغطية الخسارة الكلية دون وثيقة منفصلة، مع إتاحة السداد المبكر. تمويل من 15,000 إلى 8,000,000 جنيه.",15000,8000000,12,36,MONTHLY,20.11,35.25,,60000,,FALSE,30,1,10,TRUE
cmrmk0q70hrz2rpr3v83fzfx8,consumer-financing,auto-loan,AUTO_LOAN,Managers & Staff - New,المديرون والموظفون - الجديدة,An employees-only auto loan programme.,تمويل السيارات - باقة الموظفين.,"An employees-only auto loan programme, offered at our lowest financing cost with no down payment required. A 13.76% flat rate (24.5% declining), terms run 12–60 months, you arrange your own external motor insurance, early settlement is available. Finance from EGP 15,000 up to EGP 8,000,000. It also offers a residual/balloon option (up to 40%) to keep monthly installments lower.","تمويل السيارات - باقة الموظفين، ويُقدَّم بأقل تكلفة تمويل لدينا بدون مقدم. بمعدل ثابت 13.76% (متناقص 24.5%)، وفترة سداد من 12 إلى 60 شهرًا، مع تأمين خارجي على الأصل يوفّره العميل، مع إتاحة السداد المبكر. تمويل من 15,000 إلى 8,000,000 جنيه. كما يتيح خيار القيمة المتبقية (حتى 40%) لتخفيض القسط الشهري.",15000,8000000,12,60,MONTHLY,13.76,24.5,,0,,TRUE,0,0,10,TRUE
cmzowivlzgjlkkhrqq2fsihe0,consumer-financing,auto-loan,AUTO_LOAN,Managers & Staff - Used,المديرون والموظفون - المستعملة,"An employees-only auto loan programme, for used vehicles (subject to car-age and mileage limits).","تمويل السيارات - باقة الموظفين، للمركبات المستعملة (وفق حدود العمر والكيلومترات).","An employees-only auto loan programme, for used vehicles (subject to car-age and mileage limits), offered at our lowest financing cost with no down payment required. A 13.76% flat rate (24.5% declining), terms run 12–60 months, you arrange your own external motor insurance, early settlement is available. Finance from EGP 15,000 up to EGP 8,000,000. It also offers a residual/balloon option (up to 40%) to keep monthly installments lower.","تمويل السيارات - باقة الموظفين، للمركبات المستعملة (وفق حدود العمر والكيلومترات)، ويُقدَّم بأقل تكلفة تمويل لدينا بدون مقدم. بمعدل ثابت 13.76% (متناقص 24.5%)، وفترة سداد من 12 إلى 60 شهرًا، مع تأمين خارجي على الأصل يوفّره العميل، مع إتاحة السداد المبكر. تمويل من 15,000 إلى 8,000,000 جنيه. كما يتيح خيار القيمة المتبقية (حتى 40%) لتخفيض القسط الشهري.",15000,8000000,12,60,MONTHLY,13.76,24.5,,0,,TRUE,0,0,10,TRUE
cmg5hilb8gprm8idgck2wllxy,consumer-financing,auto-loan,AUTO_LOAN,Careem - Used,كريم - المستعملة,"A auto loan option for ride-hailing drivers, for used vehicles (subject to car-age and mileage limits).","تمويل السيارات - لسائقي خدمات النقل، للمركبات المستعملة (وفق حدود العمر والكيلومترات).","A auto loan option for ride-hailing drivers, for used vehicles (subject to car-age and mileage limits), offered at an above-average cost for added flexibility with no down payment required. A 20.11% flat rate (35.25% declining), terms run 12–36 months, total-loss cover is built in, so no separate policy is needed, early settlement is available. Finance from EGP 15,000 up to EGP 8,000,000.","تمويل السيارات - لسائقي خدمات النقل، للمركبات المستعملة (وفق حدود العمر والكيلومترات)، ويُقدَّم بتكلفة أعلى من المتوسط مقابل مرونة إضافية بدون مقدم. بمعدل ثابت 20.11% (متناقص 35.25%)، وفترة سداد من 12 إلى 36 شهرًا، ويشمل تغطية الخسارة الكلية دون وثيقة منفصلة، مع إتاحة السداد المبكر. تمويل من 15,000 إلى 8,000,000 جنيه.",15000,8000000,12,36,MONTHLY,20.11,35.25,,0,,FALSE,0,3,10,TRUE
cm5mora5laupn93hoop4y2l38,consumer-financing,auto-loan,AUTO_LOAN,TRADE-IN (NEW),الإحلال (الجديدة),A auto loan option for customers trading in their current vehicle.,تمويل السيارات - لعملاء الاستبدال.,"A auto loan option for customers trading in their current vehicle, offered at an above-average cost for added flexibility with a 20% down payment. A 18.61% flat rate (32.75% declining), terms run 12–60 months, total-loss cover is built in, so no separate policy is needed, early settlement is available. Finance from EGP 15,000 up to EGP 8,000,000.","تمويل السيارات - لعملاء الاستبدال، ويُقدَّم بتكلفة أعلى من المتوسط مقابل مرونة إضافية بمقدم 20%. بمعدل ثابت 18.61% (متناقص 32.75%)، وفترة سداد من 12 إلى 60 شهرًا، ويشمل تغطية الخسارة الكلية دون وثيقة منفصلة، مع إتاحة السداد المبكر. تمويل من 15,000 إلى 8,000,000 جنيه.",15000,8000000,12,60,MONTHLY,18.61,32.75,,60000,,FALSE,20,,10,TRUE
cm0wzg0h6lrjzd1d7qcjymaxn,consumer-financing,auto-loan,AUTO_LOAN,TRADE-IN (USED),الإحلال (المستعملة),"A auto loan option for customers trading in their current vehicle, for used vehicles (subject to car-age and mileage limits).","تمويل السيارات - لعملاء الاستبدال، للمركبات المستعملة (وفق حدود العمر والكيلومترات).","A auto loan option for customers trading in their current vehicle, for used vehicles (subject to car-age and mileage limits), offered at a premium cost reflecting maximum flexibility with a 25% down payment. A 20.7% flat rate (36.25% declining), terms run 12–60 months, total-loss cover is built in, so no separate policy is needed, early settlement is available. Finance from EGP 15,000 up to EGP 8,000,000.","تمويل السيارات - لعملاء الاستبدال، للمركبات المستعملة (وفق حدود العمر والكيلومترات)، ويُقدَّم بتكلفة مرتفعة مقابل أقصى مرونة بمقدم 25%. بمعدل ثابت 20.7% (متناقص 36.25%)، وفترة سداد من 12 إلى 60 شهرًا، ويشمل تغطية الخسارة الكلية دون وثيقة منفصلة، مع إتاحة السداد المبكر. تمويل من 15,000 إلى 8,000,000 جنيه.",15000,8000000,12,60,MONTHLY,20.7,36.25,,60000,,FALSE,25,0,10,TRUE
cmgs2mkhxnli2bma8byx2ty3l,consumer-financing,auto-loan,AUTO_LOAN,Ride-Sharing Drivers (New),سائقو النقل التشاركي (الجديدة),A auto loan option for ride-hailing drivers.,تمويل السيارات - لسائقي خدمات النقل.,"A auto loan option for ride-hailing drivers, offered at a mid-range cost with a larger 40% down payment that lowers your total financing. A 17.72% flat rate (31.25% declining), terms run 36–60 months, you arrange your own external motor insurance, early settlement is available. Finance from EGP 15,000 up to EGP 8,000,000.","تمويل السيارات - لسائقي خدمات النقل، ويُقدَّم بتكلفة متوسطة بمقدم أكبر 40% يقلّل إجمالي التمويل. بمعدل ثابت 17.72% (متناقص 31.25%)، وفترة سداد من 36 إلى 60 شهرًا، مع تأمين خارجي على الأصل يوفّره العميل، مع إتاحة السداد المبكر. تمويل من 15,000 إلى 8,000,000 جنيه.",15000,8000000,36,60,MONTHLY,17.72,31.25,,60000,,TRUE,40,3,10,TRUE
cm36ez4sfhio8onv9ljn83sk5,consumer-financing,auto-loan,AUTO_LOAN,Carzami Used,كارزامي المستعملة,"A auto loan option for ride-hailing drivers, for used vehicles (subject to car-age and mileage limits).","تمويل السيارات - لسائقي خدمات النقل، للمركبات المستعملة (وفق حدود العمر والكيلومترات).","A auto loan option for ride-hailing drivers, for used vehicles (subject to car-age and mileage limits), offered at an above-average cost for added flexibility with a low 10% down payment. A 20.11% flat rate (35.25% declining), terms run 12–60 months, total-loss cover is built in, so no separate policy is needed, early settlement is available. Finance from EGP 15,000 up to EGP 8,000,000.","تمويل السيارات - لسائقي خدمات النقل، للمركبات المستعملة (وفق حدود العمر والكيلومترات)، ويُقدَّم بتكلفة أعلى من المتوسط مقابل مرونة إضافية بمقدم منخفض 10%. بمعدل ثابت 20.11% (متناقص 35.25%)، وفترة سداد من 12 إلى 60 شهرًا، ويشمل تغطية الخسارة الكلية دون وثيقة منفصلة، مع إتاحة السداد المبكر. تمويل من 15,000 إلى 8,000,000 جنيه.",15000,8000000,12,60,MONTHLY,20.11,35.25,,60000,,FALSE,10,3,10,TRUE
cm1l93v6lftcp9na949gkg54p,consumer-financing,auto-loan,AUTO_LOAN,Carzami Used - Chinese,كارزامي المستعملة - صيني,"A auto loan option for ride-hailing drivers, for used vehicles (subject to car-age and mileage limits).","تمويل السيارات - لسائقي خدمات النقل، للمركبات المستعملة (وفق حدود العمر والكيلومترات).","A auto loan option for ride-hailing drivers, for used vehicles (subject to car-age and mileage limits), offered at an above-average cost for added flexibility with a 25% down payment. A 20.11% flat rate (35.25% declining), terms run 12–60 months, total-loss cover is built in, so no separate policy is needed, early settlement is available. Finance from EGP 15,000 up to EGP 8,000,000.","تمويل السيارات - لسائقي خدمات النقل، للمركبات المستعملة (وفق حدود العمر والكيلومترات)، ويُقدَّم بتكلفة أعلى من المتوسط مقابل مرونة إضافية بمقدم 25%. بمعدل ثابت 20.11% (متناقص 35.25%)، وفترة سداد من 12 إلى 60 شهرًا، ويشمل تغطية الخسارة الكلية دون وثيقة منفصلة، مع إتاحة السداد المبكر. تمويل من 15,000 إلى 8,000,000 جنيه.",15000,8000000,12,60,MONTHLY,20.11,35.25,,60000,,FALSE,25,3,10,TRUE
cm6k9a7nt753vv74jthnvgubp,consumer-financing,auto-loan,AUTO_LOAN,New plus,الجديدة بلس,A standard auto loan option.,تمويل السيارات - الباقة القياسية.,"A standard auto loan option, offered at a mid-range cost with a 20% down payment. A 17.72% flat rate (31.25% declining), terms run 12–57 months, you arrange your own external motor insurance, early settlement isn't available, so it best suits customers planning to keep the facility to term. Finance from EGP 15,000 up to EGP 8,000,000.","تمويل السيارات - الباقة القياسية، ويُقدَّم بتكلفة متوسطة بمقدم 20%. بمعدل ثابت 17.72% (متناقص 31.25%)، وفترة سداد من 12 إلى 57 شهرًا، مع تأمين خارجي على الأصل يوفّره العميل، السداد المبكر غير متاح، لذا يناسب من ينوي الاستمرار حتى نهاية المدة. تمويل من 15,000 إلى 8,000,000 جنيه.",15000,8000000,12,57,MONTHLY,17.72,31.25,,60000,,TRUE,20,0,10,TRUE
cmyvfomt1t4yfxhsnusmg2bnw,consumer-financing,auto-loan,AUTO_LOAN,Premier Plus,بريمير بلس,A premium (Premier) tier of auto loan.,تمويل السيارات - الفئة المميزة (بريمير).,"A premium (Premier) tier of auto loan, offered at a mid-range cost with a low 10% down payment. A 17.72% flat rate (31.25% declining), terms run 12–57 months, total-loss cover is built in, so no separate policy is needed, early settlement is available. Finance from EGP 15,000 up to EGP 10,000,000. It also offers a residual/balloon option (up to 40%) to keep monthly installments lower.","تمويل السيارات - الفئة المميزة (بريمير)، ويُقدَّم بتكلفة متوسطة بمقدم منخفض 10%. بمعدل ثابت 17.72% (متناقص 31.25%)، وفترة سداد من 12 إلى 57 شهرًا، ويشمل تغطية الخسارة الكلية دون وثيقة منفصلة، مع إتاحة السداد المبكر. تمويل من 15,000 إلى 10,000,000 جنيه. كما يتيح خيار القيمة المتبقية (حتى 40%) لتخفيض القسط الشهري.",15000,10000000,12,57,MONTHLY,17.72,31.25,,60000,,FALSE,10,7.5,10,TRUE
cm4gnb2gfegoans3lby1civdh,consumer-financing,auto-loan,AUTO_LOAN,New Economy Company Used Car,الاقتصادية الجديدة سيارات الشركة المستعملة,"A standard auto loan option, for used vehicles (subject to car-age and mileage limits).","تمويل السيارات - الباقة القياسية، للمركبات المستعملة (وفق حدود العمر والكيلومترات).","A standard auto loan option, for used vehicles (subject to car-age and mileage limits), offered at a competitive financing cost with a 20% down payment. A 16.42% flat rate (29.05% declining), terms run 12–36 months, you arrange your own external motor insurance, early settlement isn't available, so it best suits customers planning to keep the facility to term. Finance from EGP 15,000 up to EGP 8,000,000.","تمويل السيارات - الباقة القياسية، للمركبات المستعملة (وفق حدود العمر والكيلومترات)، ويُقدَّم بتكلفة تمويل تنافسية بمقدم 20%. بمعدل ثابت 16.42% (متناقص 29.05%)، وفترة سداد من 12 إلى 36 شهرًا، مع تأمين خارجي على الأصل يوفّره العميل، السداد المبكر غير متاح، لذا يناسب من ينوي الاستمرار حتى نهاية المدة. تمويل من 15,000 إلى 8,000,000 جنيه.",15000,8000000,12,36,MONTHLY,16.42,29.05,,60000,,TRUE,20,0,10,TRUE
cm6a2zpwyg1caea9jd2yhcnv5,consumer-financing,auto-loan,AUTO_LOAN,Premier Company Used Car,بريمير سيارات الشركة المستعملة,"A premium (Premier) tier of auto loan, for used vehicles (subject to car-age and mileage limits).","تمويل السيارات - الفئة المميزة (بريمير)، للمركبات المستعملة (وفق حدود العمر والكيلومترات).","A premium (Premier) tier of auto loan, for used vehicles (subject to car-age and mileage limits), offered at a competitive financing cost with a low 10% down payment. A 16.42% flat rate (29.05% declining), terms run 12–60 months, total-loss cover is built in, so no separate policy is needed, early settlement is available. Finance from EGP 15,000 up to EGP 10,000,000. It also offers a residual/balloon option (up to 40%) to keep monthly installments lower.","تمويل السيارات - الفئة المميزة (بريمير)، للمركبات المستعملة (وفق حدود العمر والكيلومترات)، ويُقدَّم بتكلفة تمويل تنافسية بمقدم منخفض 10%. بمعدل ثابت 16.42% (متناقص 29.05%)، وفترة سداد من 12 إلى 60 شهرًا، ويشمل تغطية الخسارة الكلية دون وثيقة منفصلة، مع إتاحة السداد المبكر. تمويل من 15,000 إلى 10,000,000 جنيه. كما يتيح خيار القيمة المتبقية (حتى 40%) لتخفيض القسط الشهري.",15000,10000000,12,60,MONTHLY,16.42,29.05,,60000,,FALSE,10,1,10,TRUE
cmdq9pky3gslovgh11yhui7pi,consumer-financing,auto-loan,AUTO_LOAN,Flexible Plus Company Used Car,المرنة بلس سيارات الشركة المستعملة,"A standard auto loan option, for used vehicles (subject to car-age and mileage limits).","تمويل السيارات - الباقة القياسية، للمركبات المستعملة (وفق حدود العمر والكيلومترات).","A standard auto loan option, for used vehicles (subject to car-age and mileage limits), offered at a premium cost reflecting maximum flexibility with a 20% down payment. A 21.0% flat rate (36.75% declining), terms run 12–60 months, total-loss cover is built in, so no separate policy is needed, early settlement is available. Finance from EGP 15,000 up to EGP 8,000,000. It also offers a residual/balloon option (up to 25%) to keep monthly installments lower.","تمويل السيارات - الباقة القياسية، للمركبات المستعملة (وفق حدود العمر والكيلومترات)، ويُقدَّم بتكلفة مرتفعة مقابل أقصى مرونة بمقدم 20%. بمعدل ثابت 21.0% (متناقص 36.75%)، وفترة سداد من 12 إلى 60 شهرًا، ويشمل تغطية الخسارة الكلية دون وثيقة منفصلة، مع إتاحة السداد المبكر. تمويل من 15,000 إلى 8,000,000 جنيه. كما يتيح خيار القيمة المتبقية (حتى 25%) لتخفيض القسط الشهري.",15000,8000000,12,60,MONTHLY,21,36.75,,60000,,FALSE,20,0,10,TRUE
